RecordID,HP Category,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,r3mo_d_CAGI,r3mo_d_IR,r3mo_d_NonIR,r3mo_u_CAGI,r3mo_u_IR,r3mo_u_NonIR,r6mo_d_CAGI,r6mo_d_IR,r6mo_d_NonIR,r6mo_u_CAGI,r6mo_u_IR,r6mo_u_NonIR
124,100 hp,2013,4,272,8061274,78,2340622,194,5720652,8583388.66666667,2049612.66666667,6533776,285.333333333333,67.3333333333333,218,8803458,2089418.66666667,6714039.33333333,287,71.6666666666667,215.333333333333
125,100 hp,2013,5,258,7867114,70,2203744,188,5663370,8403090.66666667,2235263.33333333,6167827.33333333,280,72.6666666666667,207.333333333333,8480743,2039896.66666667,6440846.33333333,276.333333333333,69.3333333333333,207
126,100 hp,2013,6,332,10338154,104,3383116,228,6955038,8755514,2642494,6113020,287.333333333333,84,203.333333333333,8462267.66666667,2222484.33333333,6239783.33333333,277,70.6666666666667,206.333333333333
127,100 hp,2013,7,276,8462966,90,2646306,186,5816660,8889411.33333333,2744388.66666667,6145022.66666667,288.666666666667,88,200.666666666667,8736400,2397000.66666667,6339399.33333333,287,77.6666666666667,209.333333333333
128,100 hp,2013,8,302,9369708,82,2597896,220,6771812,9390276,2875772.66666667,6514503.33333333,303.333333333333,92,211.333333333333,8896683.33333333,2555518,6341165.33333333,291.666666666667,82.3333333333333,209.333333333333
129,100 hp,2013,9,314,9599568,86,2557116,228,7042452,9144080.66666667,2600439.33333333,6543641.33333333,297.333333333333,86,211.333333333333,8949797.33333333,2621466.66666667,6328330.66666667,292.333333333333,85,207.333333333333
130,100 hp,2013,10,260,7972988,68,2063752,192,5909236,8980754.66666667,2406254.66666667,6574500,292,78.6666666666667,213.333333333333,8935083,2575321.66666667,6359761.33333333,290.333333333333,83.3333333333333,207
131,100 hp,2013,11,262,7922588,70,2202190,192,5720398,8498381.33333333,2274352.66666667,6224028.66666667,278.666666666667,74.6666666666667,204,8944328.66666667,2575062.66666667,6369266,291,83.3333333333333,207.666666666667
132,100 hp,2013,12,306,9572772,80,2670894,226,6901878,8489449.33333333,2312278.66666667,6177170.66666667,276,72.6666666666667,203.333333333333,8816765,2456359,6360406,286.666666666667,79.3333333333333,207.333333333333
133,100 hp,2014,1,260,8009204,40,1107498,220,6901706,8501521.33333333,1993527.33333333,6507994,276,63.3333333333333,212.666666666667,8741138,2199891,6541247,284,71,213
134,100 hp,2014,2,270,8397186,42,1391564,228,7005622,8659720.66666667,1723318.66666667,6936402,278.666666666667,54,224.666666666667,8579051,1998835.66666667,6580215.33333333,278.666666666667,64.3333333333333,214.333333333333
135,100 hp,2014,3,278,8184772,66,1934454,212,6250318,8197054,1477838.66666667,6719215.33333333,269.333333333333,49.3333333333333,220,8343251.66666667,1895058.66666667,6448193,272.666666666667,61,211.666666666667
136,100 hp,2014,4,224,6720750,62,1865100,162,4855650,7767569.33333333,1730372.66666667,6037196.66666667,257.333333333333,56.6666666666667,200.666666666667,8134545.33333333,1861950,6272595.33333333,266.666666666667,60,206.666666666667
137,100 hp,2014,5,234,7116218,54,1728575.4,180,5387642.6,7340580,1842709.8,5497870.2,245.333333333333,60.6666666666667,184.666666666667,8000150.33333333,1783014.23333333,6217136.1,262,57.3333333333333,204.666666666667
138,100 hp,2014,6,318,9727880,106,3373669.68,212,6354210.32,7854949.33333333,2322448.36,5532500.97333333,258.666666666667,74,184.666666666667,8026001.66666667,1900143.51333333,6125858.15333333,264,61.6666666666667,202.333333333333
139,100 hp,2014,7,,,,,,,5614699.33333333,1700748.36,3913950.97333333,184,53.3333333333333,130.666666666667,6691134.33333333,1715560.51333333,4975573.82,220.666666666667,55,165.666666666667
140,100 hp,2014,8,,,,,,,3242626.66666667,1124556.56,2118070.10666667,106,35.3333333333333,70.6666666666667,5291603.33333333,1483633.18,3807970.15333333,175.666666666667,48,127.666666666667
141,100 hp,2014,9,,,,,,,0,0,0,0,0,0,3927474.66666667,1161224.18,2766250.48666667,129.333333333333,37,92.3333333333333
142,100 hp,2014,10,,,,,,,0,0,0,0,0,0,2807349.66666667,850374.18,1956975.48666667,92,26.6666666666667,65.3333333333333
143,100 hp,2014,11,,,,,,,0,0,0,0,0,0,1621313.33333333,562278.28,1059035.05333333,53,17.6666666666667,35.3333333333333
144,100 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
145,125 hp,2009,1,52,1908424,8,333934,44,1574490,1908424,333934,1574490,52,8,44,318070.666666667,55655.6666666667,262415,8.66666666666667,1.33333333333333,7.33333333333333
146,125 hp,2009,2,42,1488740,16,575844,26,912896,1768529.33333333,414570.666666667,1353958.66666667,48.6666666666667,10.6666666666667,38,566194,151629.666666667,414564.333333333,15.6666666666667,4,11.6666666666667
147,125 hp,2009,3,62,2137018,20,757516,42,1379502,1844727.33333333,555764.666666667,1288962.66666667,52,14.6666666666667,37.3333333333333,922363.666666667,277882.333333333,644481.333333333,26,7.33333333333333,18.6666666666667
148,125 hp,2009,4,42,1524134,12,437042,30,1087092,1716630.66666667,590134,1126496.66666667,48.6666666666667,16,32.6666666666667,1176386,350722.666666667,825663.333333333,33,9.33333333333333,23.6666666666667
149,125 hp,2009,5,40,1527488,16,647046,24,880442,1729546.66666667,613868,1115678.66666667,48,16,32,1430967.33333333,458563.666666667,972403.666666667,39.6666666666667,12,27.6666666666667
150,125 hp,2009,6,38,1413000,8,349962,30,1063038,1488207.33333333,478016.666666667,1010190.66666667,40,12,28,1666467.33333333,516890.666666667,1149576.66666667,46,13.3333333333333,32.6666666666667
151,125 hp,2009,7,54,2001506,20,804304,34,1197202,1647331.33333333,600437.333333333,1046894,44,14.6666666666667,29.3333333333333,1681981,595285.666666667,1086695.33333333,46.3333333333333,15.3333333333333,31
152,125 hp,2009,8,26,980302,4,122560,22,857742,1464936,425608.666666667,1039327.33333333,39.3333333333333,10.6666666666667,28.6666666666667,1597241.33333333,519738.333333333,1077503,43.6666666666667,13.3333333333333,30.3333333333333
153,125 hp,2009,9,66,2343246,16,639524,50,1703722,1775018,522129.333333333,1252888.66666667,48.6666666666667,13.3333333333333,35.3333333333333,1631612.66666667,500073,1131539.66666667,44.3333333333333,12.6666666666667,31.6666666666667
154,125 hp,2009,10,46,1645066,10,418736,36,1226330,1656204.66666667,393606.666666667,1262598,46,10,36,1651768,497022,1154746,45,12.3333333333333,32.6666666666667
155,125 hp,2009,11,44,1536118,14,497588,30,1038530,1841476.66666667,518616,1322860.66666667,52,13.3333333333333,38.6666666666667,1653206.33333333,472112.333333333,1181094,45.6666666666667,12,33.6666666666667
156,125 hp,2009,12,62,2275654,18,724224,44,1551430,1818946,546849.333333333,1272096.66666667,50.6666666666667,14,36.6666666666667,1796982,534489.333333333,1262492.66666667,49.6666666666667,13.6666666666667,36
157,125 hp,2010,1,30,953108,14,376106,16,577002,1588293.33333333,532639.333333333,1055654,45.3333333333333,15.3333333333333,30,1622249,463123,1159126,45.6666666666667,12.6666666666667,33
158,125 hp,2010,2,46,1586854,10,370642,36,1216212,1605205.33333333,490324,1114881.33333333,46,14,32,1723341,504470,1218871,49,13.6666666666667,35.3333333333333
159,125 hp,2010,3,46,1617728,6,221522,40,1396206,1385896.66666667,322756.666666667,1063140,40.6666666666667,10,30.6666666666667,1602421.33333333,434803,1167618.33333333,45.6666666666667,12,33.6666666666667
160,125 hp,2010,4,46,1881158,14,553998,32,1327160,1695246.66666667,382054,1313192.66666667,46,10,36,1641770,457346.666666667,1184423.33333333,45.6666666666667,12.6666666666667,33
161,125 hp,2010,5,44,1565212,8,306936,36,1258276,1688032.66666667,360818.666666667,1327214,45.3333333333333,9.33333333333333,36,1646619,425571.333333333,1221047.66666667,45.6666666666667,11.6666666666667,34
162,125 hp,2010,6,48,1800338,4,175244,44,1625094,1748902.66666667,345392.666666667,1403510,46,8.66666666666667,37.3333333333333,1567399.66666667,334074.666666667,1233325,43.3333333333333,9.33333333333333,34
163,125 hp,2010,7,80,2931772,12,483274,68,2448498,2099107.33333333,321818,1777289.33333333,57.3333333333333,8,49.3333333333333,1897177,351936,1545241,51.6666666666667,9,42.6666666666667
164,125 hp,2010,8,40,1426686,4,165042,36,1261644,2052932,274520,1778412,56,6.66666666666667,49.3333333333333,1870482.33333333,317669.333333333,1552813,50.6666666666667,8,42.6666666666667
165,125 hp,2010,9,52,2049712,4,160490,48,1889222,2136056.66666667,269602,1866454.66666667,57.3333333333333,6.66666666666667,50.6666666666667,1942479.66666667,307497.333333333,1634982.33333333,51.6666666666667,7.66666666666667,44
166,125 hp,2010,10,70,2628126,22,814466,48,1813660,2034841.33333333,379999.333333333,1654842,54,10,44,2066974.33333333,350908.666666667,1716065.66666667,55.6666666666667,9,46.6666666666667
167,125 hp,2010,11,58,2334336,26,1138242,32,1196094,2337391.33333333,704399.333333333,1632992,60,17.3333333333333,42.6666666666667,2195161.66666667,489459.666666667,1705702,58,12,46
168,125 hp,2010,12,70,2764620,30,1320712,40,1443908,2575694,1091140,1484554,66,26,40,2355875.33333333,680371,1675504.33333333,61.6666666666667,16.3333333333333,45.3333333333333
169,125 hp,2011,1,60,2294280,6,224340,54,2069940,2464412,894431.333333333,1569980.66666667,62.6666666666667,20.6666666666667,42,2249626.66666667,637215.333333333,1612411.33333333,58.3333333333333,15.3333333333333,43
170,125 hp,2011,2,70,2776218,16,700812,54,2075406,2611706,748621.333333333,1863084.66666667,66.6666666666667,17.3333333333333,49.3333333333333,2474548.66666667,726510.333333333,1748038.33333333,63.3333333333333,17.3333333333333,46
171,125 hp,2011,3,74,2570600,8,306236,66,2264364,2547032.66666667,410462.666666667,2136570,68,10,58,2561363.33333333,750801.333333333,1810562,67,18,49
172,125 hp,2011,4,60,2073816,22,726590,38,1347226,2473544.66666667,577879.333333333,1895665.33333333,68,15.3333333333333,52.6666666666667,2468978.33333333,736155.333333333,1732823,65.3333333333333,18,47.3333333333333
173,125 hp,2011,5,60,2450776,8,318854,52,2131922,2365064,450560,1914504,64.6666666666667,12.6666666666667,52,2488385,599590.666666667,1888794.33333333,65.6666666666667,15,50.6666666666667
174,125 hp,2011,6,48,1886002,16,600818,32,1285184,2136864.66666667,548754,1588110.66666667,56,15.3333333333333,40.6666666666667,2341948.66666667,479608.333333333,1862340.33333333,62,12.6666666666667,49.3333333333333
175,125 hp,2011,7,46,1740102,10,339760,36,1400342,2025626.66666667,419810.666666667,1605816,51.3333333333333,11.3333333333333,40,2249585.66666667,498845,1750740.66666667,59.6666666666667,13.3333333333333,46.3333333333333
176,125 hp,2011,8,72,2914276,18,788522,54,2125754,2180126.66666667,576366.666666667,1603760,55.3333333333333,14.6666666666667,40.6666666666667,2272595.33333333,513463.333333333,1759132,60,13.6666666666667,46.3333333333333
177,125 hp,2011,9,80,3115272,22,1007388,58,2107884,2589883.33333333,711890,1877993.33333333,66,16.6666666666667,49.3333333333333,2363374,630322,1733052,61,16,45
178,125 hp,2011,10,68,2773752,20,816950,48,1956802,2934433.33333333,870953.333333333,2063480,73.3333333333333,20,53.3333333333333,2480030,645382,1834648,62.3333333333333,15.6666666666667,46.6666666666667
179,125 hp,2011,11,96,3812242,32,1285916,64,2526326,3233755.33333333,1036751.33333333,2197004,81.3333333333333,24.6666666666667,56.6666666666667,2706941,806559,1900382,68.3333333333333,19.6666666666667,48.6666666666667
180,125 hp,2011,12,98,4042446,30,1299736,68,2742710,3542813.33333333,1134200.66666667,2408612.66666667,87.3333333333333,27.3333333333333,60,3066348.33333333,923045.333333333,2143303,76.6666666666667,22,54.6666666666667
181,125 hp,2012,1,52,2007042,12,520630,40,1486412,3287243.33333333,1035427.33333333,2251816,82,24.6666666666667,57.3333333333333,3110838.33333333,953190.333333333,2157648,77.6666666666667,22.3333333333333,55.3333333333333
182,125 hp,2012,2,42,1699216,10,463924,32,1235292,2582901.33333333,761430,1821471.33333333,64,17.3333333333333,46.6666666666667,2908328.33333333,899090.666666667,2009237.66666667,72.6666666666667,21,51.6666666666667
183,125 hp,2012,3,82,3096390,30,1008344,52,2088046,2267549.33333333,664299.333333333,1603250,58.6666666666667,17.3333333333333,41.3333333333333,2905181.33333333,899250,2005931.33333333,73,22.3333333333333,50.6666666666667
184,125 hp,2012,4,72,2867524,18,719608,54,2147916,2554376.66666667,730625.333333333,1823751.33333333,65.3333333333333,19.3333333333333,46,2920810,883026.333333333,2037783.66666667,73.6666666666667,22,51.6666666666667
185,125 hp,2012,5,80,3282528,12,564140,68,2718388,3082147.33333333,764030.666666667,2318116.66666667,78,20,58,2832524.33333333,762730.333333333,2069794,71,18.6666666666667,52.3333333333333
186,125 hp,2012,6,74,2962526,20,922452,54,2040074,3037526,735400,2302126,75.3333333333333,16.6666666666667,58.6666666666667,2652537.66666667,699849.666666667,1952688,67,17,50
187,125 hp,2012,7,64,2493398,14,535988,50,1957410,2912817.33333333,674193.333333333,2238624,72.6666666666667,15.3333333333333,57.3333333333333,2733597,702409.333333333,2031187.66666667,69,17.3333333333333,51.6666666666667
188,125 hp,2012,8,68,2826834,12,574546,56,2252288,2760919.33333333,677662,2083257.33333333,68.6666666666667,15.3333333333333,53.3333333333333,2921533.33333333,720846.333333333,2200687,73.3333333333333,17.6666666666667,55.6666666666667
189,125 hp,2012,9,76,3434814,12,518456,64,2916358,2918348.66666667,542996.666666667,2375352,69.3333333333333,12.6666666666667,56.6666666666667,2977937.33333333,639198.333333333,2338739,72.3333333333333,14.6666666666667,57.6666666666667
190,125 hp,2012,10,92,3474240,12,492526,80,2981714,3245296,528509.333333333,2716786.66666667,78.6666666666667,12,66.6666666666667,3079056.66666667,601351.333333333,2477705.33333333,75.6666666666667,13.6666666666667,62
191,125 hp,2012,11,70,2792306,28,1139488,42,1652818,3233786.66666667,716823.333333333,2516963.33333333,79.3333333333333,17.3333333333333,62,2997353,697242.666666667,2300110.33333333,74,16.3333333333333,57.6666666666667
192,125 hp,2012,12,86,3556450,20,877932,66,2678518,3274332,836648.666666667,2437683.33333333,82.6666666666667,20,62.6666666666667,3096340.33333333,689822.666666667,2406517.66666667,76,16.3333333333333,59.6666666666667
193,125 hp,2013,1,52,2425130,12,567632,40,1857498,2924628.66666667,861684,2062944.66666667,69.3333333333333,20,49.3333333333333,3084962.33333333,695096.666666667,2389865.66666667,74,16,58
194,125 hp,2013,2,78,3042742,16,629170,62,2413572,3008107.33333333,691578,2316529.33333333,72,16,56,3120947,704200.666666667,2416746.33333333,75.6666666666667,16.6666666666667,59
195,125 hp,2013,3,52,2143632,16,646176,36,1497456,2537168,614326,1922842,60.6666666666667,14.6666666666667,46,2905750,725487.333333333,2180262.66666667,71.6666666666667,17.3333333333333,54.3333333333333
196,125 hp,2013,4,36,1334460,10,376986,26,957474,2173611.33333333,550777.333333333,1622834,55.3333333333333,14,41.3333333333333,2549120,706230.666666667,1842889.33333333,62.3333333333333,17,45.3333333333333
197,125 hp,2013,5,80,3221888,12,486178,68,2735710,2233326.66666667,503113.333333333,1730213.33333333,56,12.6666666666667,43.3333333333333,2620717,597345.666666667,2023371.33333333,64,14.3333333333333,49.6666666666667
198,125 hp,2013,6,96,3905914,12,515158,84,3390756,2820754,459440.666666667,2361313.33333333,70.6666666666667,11.3333333333333,59.3333333333333,2678961,536883.333333333,2142077.66666667,65.6666666666667,13,52.6666666666667
199,125 hp,2013,7,64,2636952,18,805826,46,1831126,3254918,602387.333333333,2652530.66666667,80,14,66,2714264.66666667,576582.333333333,2137682.33333333,67.6666666666667,14,53.6666666666667
200,125 hp,2013,8,68,2520086,6,261256,62,2258830,3020984,527413.333333333,2493570.66666667,76,12,64,2627155.33333333,515263.333333333,2111892,66,12.3333333333333,53.6666666666667
201,125 hp,2013,9,78,3351500,18,788120,60,2563380,2836179.33333333,618400.666666667,2217778.66666667,70,14,56,2828466.66666667,538920.666666667,2289546,70.3333333333333,12.6666666666667,57.6666666666667
202,125 hp,2013,10,74,3109404,14,568146,60,2541258,2993663.33333333,539174,2454489.33333333,73.3333333333333,12.6666666666667,60.6666666666667,3124290.66666667,570780.666666667,2553510,76.6666666666667,13.3333333333333,63.3333333333333
203,125 hp,2013,11,76,2946312,10,448772,66,2497540,3135738.66666667,601679.333333333,2534059.33333333,76,14,62,3078361.33333333,564546.333333333,2513815,76,13,63
204,125 hp,2013,12,104,4234088,14,508966,90,3725122,3429934.66666667,508628,2921306.66666667,84.6666666666667,12.6666666666667,72,3133057,563514.333333333,2569542.66666667,77.3333333333333,13.3333333333333,64
205,125 hp,2014,1,54,2309076,12,582086,42,1726990,3163158.66666667,513274.666666667,2649884,78,12,66,3078411,526224.333333333,2552186.66666667,75.6666666666667,12.3333333333333,63.3333333333333
206,125 hp,2014,2,60,2435518,16,713732,44,1721786,2992894,601594.666666667,2391299.33333333,72.6666666666667,14,58.6666666666667,3064316.33333333,601637,2462679.33333333,74.3333333333333,14,60.3333333333333
207,125 hp,2014,3,112,4565672,28,1096598,84,3469074,3103422,797472,2305950,75.3333333333333,18.6666666666667,56.6666666666667,3266678.33333333,653050,2613628.33333333,80,15.6666666666667,64.3333333333333
208,125 hp,2014,4,82,3521494,12,533826,70,2987668,3507561.33333333,781385.333333333,2726176,84.6666666666667,18.6666666666667,66,3335360,647330,2688030,81.3333333333333,15.3333333333333,66
209,125 hp,2014,5,90,3626460,4,175861.2,86,3450598.8,3904542,602095.066666667,3302446.93333333,94.6666666666667,14.6666666666667,80,3448718,601844.866666667,2846873.13333333,83.6666666666667,14.3333333333333,69.3333333333333
210,125 hp,2014,6,72,3180822,16,731790.6,56,2449031.4,3442925.33333333,480492.6,2962432.73333333,81.3333333333333,10.6666666666667,70.6666666666667,3273173.66666667,638982.3,2634191.36666667,78.3333333333333,14.6666666666667,63.6666666666667
211,125 hp,2014,7,,,,,,,2269094,302550.6,1966543.4,54,6.66666666666667,47.3333333333333,2888327.66666667,541967.966666667,2346359.7,69.3333333333333,12.6666666666667,56.6666666666667
212,125 hp,2014,8,,,,,,,1060274,243930.2,816343.8,24,5.33333333333333,18.6666666666667,2482408,423012.633333333,2059395.36666667,59.3333333333333,10,49.3333333333333
213,125 hp,2014,9,,,,,,,0,0,0,0,0,0,1721462.66666667,240246.3,1481216.36666667,40.6666666666667,5.33333333333333,35.3333333333333
214,125 hp,2014,10,,,,,,,0,0,0,0,0,0,1134547,151275.3,983271.7,27,3.33333333333333,23.6666666666667
215,125 hp,2014,11,,,,,,,0,0,0,0,0,0,530137,121965.1,408171.9,12,2.66666666666667,9.33333333333333
216,125 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
217,15 hp,2009,1,348,2305464,122,756260,226,1549204,2305464,756260,1549204,348,122,226,384244,126043.333333333,258200.666666667,58,20.3333333333333,37.6666666666667
218,15 hp,2009,2,280,1958844,90,562836,190,1396008,2189924,691785.333333333,1498138.66666667,325.333333333333,111.333333333333,214,710718,219849.333333333,490868.666666667,104.666666666667,35.3333333333333,69.3333333333333
219,15 hp,2009,3,404,2500008,128,768900,276,1731108,2254772,695998.666666667,1558773.33333333,344,113.333333333333,230.666666666667,1127386,347999.333333333,779386.666666667,172,56.6666666666667,115.333333333333
220,15 hp,2009,4,252,1673838,94,566912,158,1106926,2044230,632882.666666667,1411347.33333333,312,104,208,1406359,442484.666666667,963874.333333333,214,72.3333333333333,141.666666666667
221,15 hp,2009,5,296,2009836,110,683488,186,1326348,2061227.33333333,673100,1388127.33333333,317.333333333333,110.666666666667,206.666666666667,1741331.66666667,556399.333333333,1184932.33333333,263.333333333333,90.6666666666667,172.666666666667
222,15 hp,2009,6,298,1905384,94,555144,204,1350240,1863019.33333333,601848,1261171.33333333,282,99.3333333333333,182.666666666667,2058895.66666667,648923.333333333,1409972.33333333,313,106.333333333333,206.666666666667
223,15 hp,2009,7,328,2130274,106,616410,222,1513864,2015164.66666667,618347.333333333,1396817.33333333,307.333333333333,103.333333333333,204,2029697.33333333,625615,1404082.33333333,309.666666666667,103.666666666667,206
224,15 hp,2009,8,288,1813852,106,638376,182,1175476,1949836.66666667,603310,1346526.66666667,304.666666666667,102,202.666666666667,2005532,638205,1367327,311,106.333333333333,204.666666666667
